age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,subscribed,both_loans,multiple_loans,no_loans_no_default
0.5753641449035619,0.75,0.5,0.5,0,-0.11659409054286177,1,0,0.0,0.03225806451612903,0.3333333333333333,1.421911996732784,0.1,-0.07892725858967085,0.03636363636363636,0.0,0,0,0,0
0.7731898882334819,0.75,0.0,0.25,0,0.09059553282910636,1,1,0.0,0.03225806451612903,0.3333333333333333,-0.013172528556538781,0.1,-0.07571182173569636,0.01818181818181818,0.0,0,1,1,0
1.1871656860095547,0.4166666666666667,0.25,0.25,0,0.2889358284794831,1,1,0.0,0.03225806451612903,0.3333333333333333,-0.6535909813681237,0.1,0.08141539148550864,0.01818181818181818,0.0,0,1,1,0
0.9597758438138939,0.08333333333333333,0.25,0.25,0,-0.11193840803059338,1,1,0.0,0.03225806451612903,0.3333333333333333,0.15337143876858045,0.0,0.08004270767353636,0.03636363636363636,0.0,0,1,1,0
1.0986122886681098,0.4166666666666667,0.25,0.25,0,0.2727326776989903,1,0,0.0,0.03225806451612903,0.3333333333333333,0.7226953952450446,0.0,0.1705963382670654,0.01818181818181818,0.0,0,0,0,0
0.9382696385929302,0.5,0.0,0.5,0,0.23076283280047993,1,0,0.0,0.03225806451612903,0.3333333333333333,0.6882277937601271,0.0,-0.07571182173569636,0.05454545454545454,0.0,0,0,0,0
0.6359887667199967,0.08333333333333333,0.25,0.25,0,0.6680023979243007,1,1,0.0,0.03225806451612903,0.3333333333333333,-0.396238448351077,0.1,0.10043770419460958,0.01818181818181818,0.0,0,1,1,0
0.9162907318741551,0.6666666666666666,0.0,0.25,0,-0.11348789507312808,1,1,0.0,0.03225806451612903,0.3333333333333333,0.06337917978631794,0.3,0.19782574332991987,0.07272727272727272,0.0,0,1,1,0
1.1700712526502546,0.3333333333333333,0.0,0.5,0,-0.1783495284303832,1,0,0.0,0.03225806451612903,0.3333333333333333,-0.6964240813622601,0.1,-0.07250669078674801,0.03636363636363636,0.0,0,0,0,0
1.001448540214462,0.3333333333333333,0.0,0.5,0,2.705717205495382,0,0,0.0,0.03225806451612903,0.3333333333333333,0.1937068790190799,0.2,-0.07731824778397005,0.03636363636363636,0.0,0,0,0,1
0.7472144018302211,0.3333333333333333,0.5,0.75,0,0.10752118371244915,1,0,0.0,0.06451612903225806,0.3333333333333333,1.415577850455992,0.0,-0.07731824778397005,0.05454545454545454,0.0,0,0,0,0
1.001448540214462,0.0,0.25,0.25,0,-0.29491820347917835,1,0,0.0,0.06451612903225806,0.3333333333333333,0.2563905813127667,0.0,0.20026476892927866,0.03636363636363636,0.0,0,0,0,0
0.6931471805599453,0.75,0.25,0.25,0,1.3380383162663796,0,0,0.0,0.06451612903225806,0.3333333333333333,0.3121884826396034,0.0,-0.07410797215372185,0.03636363636363636,0.0,0,0,0,1
0.7731898882334819,0.75,0.25,0.25,0,-0.03021484019410547,1,0,0.0,0.06451612903225806,0.3333333333333333,0.9474258286695685,0.1,-0.07250669078674801,0.09090909090909091,0.0,0,0,0,0
0.9808292530117263,0.6666666666666666,0.25,0.25,0,-0.48026548118967005,1,0,0.0,0.06451612903225806,0.3333333333333333,-0.49854223232918093,0.0,0.11910491291429932,0.01818181818181818,0.0,0,0,0,0
0.7472144018302211,0.08333333333333333,0.25,0.75,0,-0.48026548118967005,1,0,0.0,0.06451612903225806,0.3333333333333333,0.7184513570445654,0.1,0.11910491291429932,0.01818181818181818,0.0,0,0,0,0
0.9382696385929302,0.5,0.25,0.25,0,-0.5144082001160077,1,1,0.0,0.06451612903225806,0.3333333333333333,-0.37697621555602423,0.0,0.16177460493791768,0.03636363636363636,0.0,0,1,1,0
0.6649763035932491,0.5,0.25,0.5,0,0.006210128634986917,1,0,0.0,0.06451612903225806,0.3333333333333333,-1.4980974931180566,0.0,-0.070907969423051,0.01818181818181818,0.0,0,0,0,0
1.1700712526502546,0.75,0.25,0.25,0,-0.4791472255517521,0,0,0.0,0.06451612903225806,0.3333333333333333,0.35285084750032886,0.0,-0.1930936537758658,0.03636363636363636,0.0,0,0,0,1
0.6649763035932491,0.3333333333333333,0.5,0.5,0,1.2887191158274607,1,0,0.0,0.06451612903225806,0.3333333333333333,1.5380274145014972,0.2,0.05077232537342314,0.14545454545454545,0.0,0,0,0,0
0.5753641449035619,0.0,0.25,0.5,0,-0.24859891362712971,1,0,0.0,0.06451612903225806,0.3333333333333333,-1.182752802922719,0.1,-0.07571182173569636,0.07272727272727272,0.0,0,0,0,0
0.5108256237659907,0.3333333333333333,0.5,0.5,0,-0.48026548118967005,1,0,0.0,0.06451612903225806,0.3333333333333333,0.2220524437318751,0.1,0.1793409286558168,0.03636363636363636,0.0,0,0,0,0
1.0799201556559572,0.08333333333333333,0.25,0.0,0,0.46616776467045756,1,0,0.0,0.06451612903225806,0.3333333333333333,0.6904171761344009,0.0,0.1451820098444979,0.01818181818181818,0.0,0,0,0,0
